ArtistId,ArtistName,AlbumId,TitleAlbum,TrackId,TrackName,TrackUnitPrice,TrackBytes,GenreId,GenreName
78,Def Leppard,67,Vault: Def Leppard's Greatest Hits,839,Rock Of Ages,0.99,8150318,1,Rock
78,Def Leppard,67,Vault: Def Leppard's Greatest Hits,840,Hysteria,0.99,11622738,1,Rock
78,Def Leppard,67,Vault: Def Leppard's Greatest Hits,841,Bringin' On The Heartbreak,0.99,8853324,1,Rock
82,Faith No More,76,King For A Day Fool For A Lifetime,949,Get Out,0.99,4524972,1,Rock
82,Faith No More,76,King For A Day Fool For A Lifetime,950,Ricochet,0.99,8808812,1,Rock
82,Faith No More,76,King For A Day Fool For A Lifetime,951,Evidence,0.99,9626136,1,Rock
82,Faith No More,76,King For A Day Fool For A Lifetime,952,The Gentle Art Of Making Enemies,0.99,6908609,1,Rock
82,Faith No More,76,King For A Day Fool For A Lifetime,953,Star A.D.,0.99,6747658,1,Rock
82,Faith No More,76,King For A Day Fool For A Lifetime,954,Cuckoo For Caca,0.99,7388369,1,Rock
82,Faith No More,76,King For A Day Fool For A Lifetime,955,Caralho Voador,0.99,8029054,1,Rock
82,Faith No More,76,King For A Day Fool For A Lifetime,956,Ugly In The Morning,0.99,6224997,1,Rock
82,Faith No More,76,King For A Day Fool For A Lifetime,957,Digging The Grave,0.99,6109259,1,Rock
82,Faith No More,76,King For A Day Fool For A Lifetime,958,Take This Bottle,0.99,9779971,1,Rock
82,Faith No More,76,King For A Day Fool For A Lifetime,959,King For A Day,0.99,13163733,1,Rock
82,Faith No More,76,King For A Day Fool For A Lifetime,960,What A Day,0.99,5203430,1,Rock
82,Faith No More,76,King For A Day Fool For A Lifetime,961,The Last To Know,0.99,8736776,1,Rock
82,Faith No More,76,King For A Day Fool For A Lifetime,962,Just A Man,0.99,11031254,1,Rock
82,Faith No More,76,King For A Day Fool For A Lifetime,963,Absolute Zero,0.99,5929427,1,Rock
84,Foo Fighters,79,In Your Honor [Disc 1],989,In Your Honor,0.99,7468463,1,Rock
84,Foo Fighters,79,In Your Honor [Disc 1],990,No Way Back,0.99,6421400,1,Rock
84,Foo Fighters,79,In Your Honor [Disc 1],991,Best Of You,0.99,8363467,1,Rock
84,Foo Fighters,79,In Your Honor [Disc 1],992,DOA,0.99,8232342,1,Rock
84,Foo Fighters,79,In Your Honor [Disc 1],993,Hell,0.99,3819255,1,Rock
84,Foo Fighters,79,In Your Honor [Disc 1],994,The Last Song,0.99,6496742,1,Rock
84,Foo Fighters,79,In Your Honor [Disc 1],995,Free Me,0.99,9109340,1,Rock
84,Foo Fighters,79,In Your Honor [Disc 1],996,Resolve,0.99,9416186,1,Rock
84,Foo Fighters,79,In Your Honor [Disc 1],997,The Deepest Blues Are Black,0.99,7735473,1,Rock
84,Foo Fighters,79,In Your Honor [Disc 1],998,End Over End,0.99,11395296,1,Rock
84,Foo Fighters,80,In Your Honor [Disc 2],999,Still,0.99,10323157,1,Rock
84,Foo Fighters,80,In Your Honor [Disc 2],1000,What If I Do?,0.99,9929799,1,Rock
84,Foo Fighters,80,In Your Honor [Disc 2],1001,Miracle,0.99,6877994,1,Rock
84,Foo Fighters,80,In Your Honor [Disc 2],1002,Another Round,0.99,8752670,1,Rock
84,Foo Fighters,80,In Your Honor [Disc 2],1003,Friend Of A Friend,0.99,6355088,1,Rock
84,Foo Fighters,80,In Your Honor [Disc 2],1004,Over And Out,0.99,10428382,1,Rock
